48,অগ্রাভিযান শুরুর পূর্বেই       অুনশীলনের মাধ্যমে কিছু ধাপ নির্ধারণ করা হয়।,,ম্যাপ
49,অগ্রাভিযান অক্ষের উভয় পাশে তল্লাশি বিস্তৃতি সাধারনত গজ রাখা হয়।,,১৫০-১৩০
50,অগ্রাভিযানে অস্ত্রের পাল্লা গজে           লাগাতে হবে।,,200
51,অগ্রাভিযানকারী সেনাদলের কেউ হতাহত হলে তাকে নিকটন্ত্র             আনা হয়।,,নিয়ন্ত্রন বিন্দুতে
52,"যখন শত্রুর সংগে সরাসরি সংঘর্ষের সম্ভাবনা থাকে, তখন  কোন একটি দলের অভিযানকে            বলে।",,এ্যাপ্রোচ মার্চ
53,অগ্রাভিযানে সেকশন বাঁধায় বিস্তারিত সংঘর্ষ প্রতিবেদন দেয়ার পূর্বেই প্লাটুন অধিনায়ক তার রানারকে মৌখিক নার্জী দিয়ে             এর কাছে পাঠাবেন।।,,প্লাটুন সার্জেন্ট
54,অগ্রাভিযান পথের একটি স্থান। ইউনিট এক নির্দিষ্ট সময়ে  এই স্থান অতিক্রম করে তাকে          বলে।,,যাত্রাস্থাল
55,অগ্রাভিযানে সকল পর্যায়ের অধিনায়করা সাধারণতঃ স্বাভাবিক সময়ের চাইতে বেশী          চাহিদা করে থাকেন।,,গোলাবরুদ
56,অগ্রাভিযানে শত্রুর অবস্থান নির্ণয়ের পদ্ধতি কোনটি।,"সমন্বয় করা।, চলাচল।, বেসামরিক ব্যাক্তি থেকে তথ্য সংগ্রহ করা।, কোনটিই নয়।", বেসামরিক ব্যাক্তি থেকে তথ্য সংগ্রহ করা।
57,অগ্রাভিযানে পার্শ্বরক্ষী বা সুনাংকণার্জ কোন দলের অংশ?,"আবরণী সেনা বা কভারিং ট্রপস।, আগ্ররার্থী বা অ্যানগার্ড।, মোবাইল ট্রপস।, প্রধানদল বা মেইন বডি।",আবরণী সেনা বা কভারিং ট্রপস।
58,নিচের কোনটি অগ্রাভিযানের বিজ্ঞরিত সংযোগ প্রতিবেদনের অংশ নয়?,"সংঘর্ষের সময়।, সংঘর্ষের স্থান। (বর্ণ/জিআর ব্যতিত)।, শত্রুর শক্তি/জনবল।, শত্রু কি করছে।",সংঘর্ষের স্থান। (বর্ণ/জিআর ব্যতিত)।
59,অগ্রাভিযানে কোন কোন বিষয়ের উপর অংরক্ষী বা ভ্যানগার্ডের গঠন নির্ভর করে?,"কাজ।, ভূমির অবস্থান।, শত্রুনা প্রতিরোধ ব্যবস্থা।, উপরের সবকয়টি।",উপরের সবকয়টি।
60,অগ্রাভিযান পরিকল্পনায় বিবেচ্য বিষয় নয় কোনটি?,"বর্তমান পরিস্থিতি।, সংযুক্তি/বিযুক্তি।, দায়িত্বপূর্ণ এলাকা।, বিস্তৃতি/সীমানা।",বর্তমান পরিস্থিতি।
61,কোনটি অগ্রাভিযানের আবরণী সেনা বা কভারিং ট্রুপস এর অংশ নায়?,"মোবাইল ট্রুপস।, ফ্ল্যাংক গার্ড।, ভ্যান গার্ড।, উপরের সবগুলো।",ভ্যান গার্ড।
62,অগ্রাভিযানে তড়িৎ আক্রমণে প্লাটুন কর্তৃক সেকশন বাঁধা অপসারণের সময় কয় মিনিট?,"৪৫ মিনিট থেকে ১ ঘন্টা।, ২০ থেকে ৩০ মিনিট।, ১৫ থেকে ৪৫ মিনিট।, ১০ মিনিটি।", ২০ থেকে ৩০ মিনিট।
63,কোনটি অগ্রাভিযানে প্লাটুনের নিয়োগ নয়?,"পয়েন্ট প্লাটুন হিসেবে।, ফ্ল্যাংক গার্ড হিসেবে।, সংরক্ষিত দল হিসেবে।, রিয়ারগার্ড এর অংশ হিসেবে।",সংরক্ষিত দল হিসেবে।
64,অগ্রাভিযানে সেকশনের এবং প্রত্যেক সৈনিকের বিস্তৃতি সব সময        পর্যন্ত হবে। নমুনা হিসেবে দুই সেকশনের মধ্যবর্তী দূরত্ব ২০০ গজের বেশী হওয়া উচিৎ নয়। খুব খোলা জায়গায় এ দূরত্ব বাড়ানো যায় এবং সংকীর্ণ স্থানে কম করতে হয়।,"দৃষ্টি সীমা।, শ্রবণ সীমা।, দৃষ্টি ও শ্রবণ সীমা।, নিয়ন্ত্রণ সীমা।",নিয়ন্ত্রণ সীমা।
65,অগ্রাভিযানের পার্শ্বে নিরাপত্তামূলক ব্যবস্থা গ্রহন করে কোন ৬৫ দলটি।,"মোবাইল ট্রুপস।, ফ্রাংক গার্ড।, সম্মু গরক্ষী।, হ্যারক্ষী।",ফ্রাংক গার্ড।
66,"প্লাটুন অধিনায়ক, প্লাটুন আক্রমণের পূর্বে পয়েন্ট সেকশন অধিনায়কে ব্রিফিং এর সময় কোন ভথ্যটি উল্লেখ করবেন?","আদেশ দলের মিলনস্থান।, আদেশ দলের গাইড।, আক্রমণে অংশগ্রহনকারী সেনা দনের সংগঠন।, আক্রমণের দিক ও বিন্যাস ভূমি।",আক্রমণের দিক ও বিন্যাস ভূমি।
67,নিম্নের কোনটি অগ্রাভিযানের ধরণ নয়?,"শত্রুর পশ্চাৎ প্রসরণের সময়। যোগাযোগ স্থাপনের জন্য অগ্রাভিযান।, যোগাযোগ অবস্থান থেকে অগ্রাভিযান।, বিস্তার লাভের সহজ পদ্ধতি।",বিস্তার লাভের সহজ পদ্ধতি।
68,,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,,,
130,,,
131,,,
132,,,
133,,,
134,,,
135,,,
136,,,
137,,,
138,,,
139,,,
140,,,
141,,,
142,,,
143,,,
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,,,
153,,,
154,,,
155,,,
156,,,
157,,,
158,,,
159,,,
160,,,
161,,,
162,,,
163,,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,,,
171,,,
172,,,
173,,,
174,,,
175,,,
176,,,
177,,,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,,,
191,,,
192,,,
193,,,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,,,
201,,,
202,,,
203,,,
204,,,
205,,,
206,,,
207,,,
208,,,
209,,,
210,,,
211,,,
212,,,
213,,,
214,,,
215,,,
216,,,
217,,,
218,,,
219,,,
220,,,
221,,,
222,,,
223,,,
224,,,
225,,,
226,,,
227,,,
228,,,
229,,,
230,,,
231,,,
232,,,
233,,,
234,,,
235,,,
236,,,
237,,,
238,,,
239,,,
240,,,
241,,,
242,,,
243,,,
244,,,
245,,,
246,,,
247,,,
248,,,
249,,,
250,,,
251,,,
252,,,
253,,,
254,,,
255,,,
256,,,
257,,,
258,,,
259,,,
260,,,
261,,,
262,,,
263,,,
264,,,
265,,,
266,,,
267,,,
268,,,
269,,,
270,,,
271,,,
272,,,
273,,,
274,,,
275,,,
276,,,
277,,,
278,,,
279,,,
280,,,
281,,,
282,,,
283,,,
284,,,
285,,,
286,,,
287,,,
288,,,
289,,,
290,,,
291,,,
292,,,
293,,,
294,,,
295,,,
296,,,
297,,,
298,,,
299,,,
300,,,
301,,,
302,,,
303,,,
304,,,
305,,,
306,,,
307,,,
308,,,
309,,,
310,,,
311,,,
312,,,
313,,,
314,,,
315,,,
316,,,
317,,,
318,,,
319,,,
320,,,
321,,,
322,,,
323,,,
324,,,
325,,,
326,,,
327,,,
328,,,
329,,,
330,,,
331,,,
332,,,
333,,,
334,,,
335,,,
336,,,
337,,,
338,,,
339,,,
340,,,
341,,,
342,,,
343,,,
344,,,
345,,,
346,,,
347,,,
348,,,
349,,,
350,,,
351,,,
352,,,
353,,,
354,,,
355,,,
356,,,
357,,,
358,,,
359,,,
360,,,
361,,,
362,,,
363,,,
364,,,
365,,,
366,,,
367,,,
368,,,
369,,,
370,,,
371,,,
372,,,
373,,,
374,,,
375,,,
376,,,
377,,,
378,,,
379,,,
380,,,
381,,,
382,,,
383,,,
384,,,
385,,,
386,,,
387,,,
388,,,
389,,,
390,,,
391,,,
392,,,
393,,,
394,,,
395,,,
396,,,
397,,,
398,,,
399,,,
400,,,
401,,,
402,,,
403,,,
404,,,
405,,,
406,,,
407,,,
408,,,
409,,,
410,,,
411,,,
412,,,
413,,,
414,,,
415,,,
416,,,
417,,,
418,,,
419,,,
420,,,
421,,,
422,,,
423,,,
424,,,
425,,,
426,,,
427,,,
428,,,
429,,,
430,,,
431,,,
432,,,
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,,,
441,,,
442,,,
443,,,
444,,,
445,,,
446,,,
447,,,
448,,,
449,,,
450,,,
451,,,
452,,,
453,,,
454,,,
455,,,
456,,,
457,,,
458,,,
459,,,
460,,,
461,,,
462,,,
463,,,
464,,,
465,,,
466,,,
467,,,
468,,,
469,,,
470,,,
471,,,
472,,,
473,,,
474,,,
475,,,
476,,,
477,,,
478,,,
479,,,
480,,,
481,,,
482,,,
483,,,
484,,,
485,,,
486,,,
487,,,
488,,,
489,,,
490,,,
