37,Depending on _______ and the tactical situation adv posn may occupy one or more delaying position.,"En, b. Wx, c. Grd, d. All of the above ",C
38,C pen takes place in which stages of def?,"Prep Stage, C Attk stage, Aslt Stage, None of the above",C
39,"In TRD, coy CP is normally manned by           .",,Kote NCO/coy clerk
40,"In TRD, Bn RV is normally manned by       . ",,MWO/HQ Coy comd. 
41,Sy of the embussing point is provided by a ______of the bn.,,Section or platoon from depth company.
42,In TRD Pl CP is normally manned by     . ,,RL no1/any sr sldr of the pl. 
43,"In TRD, Coy RV is normally manned by      . ",,CSM.
44,In TRD Pl RV is normally manned by      . ,,Depth sec 2IC. 
45,       may also be required if the TRD is long.,,Report lines.
46,"When there is a significant threat from en armr, one of the main tactical considerations will be the maint of the integrity of the        def until denial time.",,Anti-armour.
47,"At the platoon check point, the section will be checked by         the        ndividual manning the cheek point.",,Rocket Launcher number-1.
48,"In TRD, fol is an essential timing: ","Final abandonment time, Thinning out time, Time for clear of a line, No rearward movment except recce party",D
49,"In a bn during ni TRD, the fwd pls of the fwd coys cannot wdr before: ","Denial time, Final abandonment time, Thinning out time",A
50,"In TRD, coy RV is normally given protection by     from the depth pl:","Two LMG gp, One sec, Two sec",B
51,"In TRD at ni , fol may take place at the time of denial:","Depth pls of fwd coys starts thinning out, Fwd pls of fwd coys starts wdr, Fwd pls of depth coys starts thinning out",B
52,"In TRD, time for clear of a line is nec for: ","Maint progress of TRD, Ensuring timely occupation of intmed posn, Enabling sp arty and airforce to engage en freely",C
53,Company check point is manned by            .,"Kote NCO or Company Clerk, RL Number or any senior soldier of the platoon, Company sergant Major of Kote NCO, CQMS or any snior soldier of the platoon",A
54,Who is resp for ensuring the return of men to the pl who were depl to secure the Coy RV?,"Kote NCO, CSM, BSM, Coy 2IC",B
55,Who estb coy rel P at NMP along with Coy 2IC?,"Guides and CQMS, CQMS, Guides, Pl Sgt",A
56,The ni adv would be carried out on a much _______frontage than by day.,,Narrow.
57,"In night adv, careful preParation of fire support plans include use of              devices.",,Illuminating
58,"In adv, the ________ with his R and O gp moves well ahead of the coy to meet the previous vangd comd.",,Fol up coy comd.
59,Degree of Search is the                 to be covered by Vangd Coy. ,,Frontage.
60,On meeting en opposition the flank sec of pt pl should try to draw enemy fire to determine his      .,,Flank.
61,"Wherever possible, air photographs of the area of operation should be arranged at least 3 to 4 days in               . ",,Advance.
62,The gap between van gd and main gd should be preferably between       . ,,45 to 60 min. 
63,In adv comm should be                  .,,duplicated.
64,The pt pl should lead the adv at a steady pace watching the flanks to ensure that the van and main gds are not      .,,Ambushed.
65,"During adv, in an open country with good visibility the leading company may be spread on the road for as long a distance      as             .","1000-1400 m, 900-1300 m, 1100-1400 m, 1200-1400 m",C
66,"In adv, which elm of below provides sy to the adv force in the form of mobile tps and flank gd ?","Covering Tps, Adv gd, Van gd, Main gd",A
67,"While starting adv op, start point is a grd feature to be selected on which of fol ? ","Axis of the advance, Map, Near Conc A, None of the above",A
68,"In adv, if the opposition is too strong to be driven out then the van gd will assist the depl of:","Adv gd, Rear gd, Main gd, Flank gd",C
69,Battalion will concentrate in the           prior to the start of the advance.,"Assembly Area, Conc Area, Start Line, Start Point",A
70,"Durinf ni adv in full moon, tk comd/gunner can engage tgt upto______:","200-300 m, 350-400 m, 500-600 m, 450- 550 m",C
71,"During bn adv, MFC will accompany         .","Van Gd Comd, Pt Pl Comd, Pt Sec Comd, Both a and b",D
72,"In adv op, SP of a bn is secured by?","Van gd coy, Pl from follow up coy, HQ Coy, None of the above",B
73,"In ni adv, the main gd should follow the vanguard with a gap of not less than           metres","200 to 300 metres, 300 to 400 metres, 400 to 500 metres, 500 to 600 metres",B
74,"In adv, which is so important for a greater need of good btl procedure?","Maint of momentum, Ldrship, Initiative, Firepower",A
75,"While marching on ft, in open country with good visibility a bn may be spread over_________:
","1-2 km, 2-3 km, 3-4 km, 2.5-4 km",C
76,"PreParatory, aslt and destruction and ______________ are the stages of attk. ",,Exploitation.
77,There are several types and forms of attk based on degree      of           time of attk and purpose/method of attk etc.,,Preparation.
78,"In attk, the Aslt Pnr Pl may be reqr to provide a no of    through a minefd for the aslt inf.",,Lanes.
79,There are ________complementary elms of an attk framewk.,,Four.
80,"At coy and pl lvl, eventualities are normally dealt with by asg________.",,Be prep msn.
81,Conduct of            attk is more applicable at formation level.,,Feint .
82,The aslt stage of an attk begins when the attk tps lve the ______ and cross the SL. ,,FUP.
83,"In attk, ______ is the restoration of the order of the attk coy.",,Reorg.
84,______is the org and strengthening of a newly captured posn to secure it against a C attk.,,Consolidation
85,Tac planning of an attck centres on preparing for       .,,Cbt.
86,A coy may be expected to launch a quick attk within       .,,Forty-five min to one hr.
87,A sub-unit may be committed on         before or after accomplishment of its original msn.,,Be prep msn.
88,A start line should be______ to the obj. It is often he fwd edge of FUP.,,square.
89,In    attk a complete fire plan is prep but remains on call. ,,Silent.
90,Sp Pl Comd is usually appt as      .,,FB Comd.
91,"In attk, the overall ctrl of mov is the resp of______.",,Coy 2IC.
92,"In attk, surprise can be acheived by attking from an unexpected direction, at an unexpected time with        .","Deception, Aggresiveness, Speed, Initiative",C
93,At H hr         break cover and X the SL.,"Nav party, Sentries, FUP mk party, Ldg tps",D
94,How many methods of covering fire in attk will form covering fire schedule for any attk? ,"Two, Three, Four, Five",B
95,"In attk, arrangement for casualty needs to be made before troops move out of:","RV for FUP, Assy A, Conc A, FUP",D
96,What is the usual frontage of bn in FUP during ni attk:,"600 m, 500 m, 700 m, 800 m",A
97,Exploitation is conducted at______ lvl where separate uncommitted tps will be reqr.,"Lower, Higher, All, Appr",B
98,Which of the fol elm is alot in sp to the bn attk as Engr sp?,"A fd coy, A fd pl, An engr sec, Aslt pnr pl",B
99,Flank of aslt tps may be exposed to interference from en enfilade fire or spoiling attk. _____ may be used as integral means of flank protection by aslt rifle coy.,"MG, Indir fire called by FOO/MFC accompanying the aslt tps, Comp Pl with ATGM, By laying of scatterable mines, All of the above",A
100,To maint an uninterrupted flow of reinforcement and supply and to sustain his force enemy needs to clear and secure        all     along his axis of operation.,,Communication centers
101,"The brunt of FIBUA will be borne by the        and fought mainly at coy, pl and sec levels.",,Inf.
102,The Engrs is resp to constr (for ltd water gap) _______ floating br of cl 50.,,91 meter.
103,"In Aslt river Xing op, at H hr, the aslt tps will enter the water and cross as       .",,One wave.
104,A      is a sub-division of a wave.,,flight.
105,"In aslt river X, a frontage of about      meters is reqr for each bn assaulting with two coy up. ",,400
106,In assault riv x-ing a company will need 10 to 14 boats to cross us one       .,,wave.
107,The boats and the amph veh in aslt river X enter the water      at        .,,H hr.
108,"In case of River X-ing ops, after the crossing of assault waves, assault pioneer platoon will construct      with the assistance of engireers.",,Infantry Support Raft (ISF).
109,A bypassed town or village must always be masked by recce tps with sp of:,"Inf., Armd, Arty, Engrs",C
110,Which of the fol is not a part of 3 basic gp of brH ops?,"Bank gp, Aslt gp, Engr gp, Navigation gp",D
111,The place where aslt eqpt is off loaded from its veh are called:,"Boat Off Loading Pt, Boat Hides, Bridgehead Marshalling Har, Ferry site",A
112,For a force undertaking offn there are few opt for dealing with BUA. Those are:,"Attk, Bypass, Neutralize, All of the above",D
113,"For using the Xing means or safe lanes without interruption, it is nec to secure an area which will deny en’s ability to bring sustained indir fire thereby allowing fast and smooth transition of forces from home to far side. This is ref to fol in brH ops:","O1 line, O2 line, O3 line, O4 line",C
114,"In aslt river X, hasty Xing/ breaching is also referred to as:","Opportunity Xing/ breaching, Encounrter or bounce Xing/ breaching, Both a and b, None of the above",C
115,"In case of Aslt Riv Xing ops, the no of Xing sites will depend upon:","The nature, extent of the obs and resource aval, En disposn, Both a and b, None of the above",A
116,If a team needs to raid a patrol sta with limited sy measure a   member team would be sufficient.,,10
117,"While ______ is mob in nature, the raid and ______ op are static.",,"ptl, ambush."
118,A coy engaged in UCW will largely depend on the ___________ for their survival and carr out the asg tasks.,,Minor op.
119,Infil is normally used in conjunction with other forms of       .,,Mnvr.
120,"_________ is a form of offn in land op, which seeks to break through the en’s def and disrupt def sys.",,Pen.
121,___________ is best accomplished under condition of ltd vis over difficult terr.,,Land infil.
122,"If the sit  does not permit deliberate ex-filtration, the force may resort to ________.",,escape and evasion.
123,Minor op take a different form in the ________sit.,,Counter insurgency.
124,Places from which the enemy can cover the obstacle by fire should be       .,,Suppressed.
125,An abate is constr by falling trees at an angle of about _______ to the en app.,,45 deg. 
126,The _______ crater must be suffieciently wide to deter mov of en tpt through that rd.,,Road.
127,         will be the last to lve when abandoning hide-out. ,,Observers.
128,All act of the ptl must be thoroughly        before it sets out.,,Rehearsed.
129,Standing ptl will normally have line or radio comm with the     .,,Main Posn.
130,All ptl have the task of providing      .,,Info.
131,The task of the      is to remain prep for meeting any contg.  ,,Res party.
132,"During raid, always keep some       to meet unforeseen sit.",,Extra time.
133,       party designed to stopen reinforcement from outside the tgt area.,,Cut off.
134,The sig for the tk killing parties to open fire will be given by       the         .,,Ptl Ldr.
135,       is a place in en terr in which a force hides itself for a pd of time in order to accomplish a msn and subsequent msn. ,,Hideout.
136,Bypassed en forces must be      to higher HQ.,,reported.
137,Rd block is a method of restricting           .,,En mob.
138,"In case of ambush, which pt to be adhered for maint con?","Careful Briefing, Discip, Internal Org, All of the above",D
139,Which circumstances does not favor the Infil?,"Dead grd, Bad wx, Ltd knowledge, poor ptl",C
140,Which one is the suitable tgt for short term raid?,"Rail comm, Headquarters, Power plant, a and c",B
141,"In Raid op, which of the fol is not the task performed in prep ph?","Move upto tgt, Plg, Orders, Rehearsals",A
142,Successful patrols calls for a high standard of:,"Individual training, Good Team work, Initative and determination, All of above",D
143,The tasks for which recce ptls may be emp?,"Collecting topo info on features, trs and the state of grd, Obtaining details of en minefds and the extent of en posn, Loc en MG and def fire Area, All of the above",D
144,What are the factors influencing org of a ptl?,"Msn, Terr, En sit, All of the above",D
145,Action Party in Raid consists of:,"Command Group, Sentry Disposal Group, Action Group, All of the above",D
146,Which is not the means of water infil?,"Amph ac, Swimming, Submarines, All of the above",D
147,Normal and      ansars will be the core elements of UWF.,,Disembodied.
148,The member(s) of the UWF coy resp for surv of a designated area and collection of info for ops purpose are termed as      .,,Parjabhekkhok.
149,"UWF will primarily be a self-sustaining force, which will not depend on conv log sys except sup of      . ",,Arms/Ammo.
150,Engt of UWF should be of      pattern.,,asymmetric.
151,Unconv op differs from              and         operations.,,"minor, special."
152,There are      main types of tank hunting patrol.,,4
153,To tie UCW with the conventional effort there must                 be             within which UCF must op.,,Org framewk
154,"UWF, addl can be used to interdict the mov fwd of en fol up fmns to ________ the current btl. ",,Isolate.
155,         of UWF coys of the fmn area may participate in the Summer Trg of the respective fmn for 7 days in a yr.,,10%.
156,Ideally the coy should be capable of op in      .,,Small groups.
157,UWF will be     based and be org by the fmns from within their own AOR. ,,Territorially.
158,Conv force auth will give    type orders to UWF coy.,,msn.
159,      must incorporate emp of UCW units and sub units in sp of the bn msn.,,Bn Tac Plan.
160,Bn log would normally function within the         logistics frame work.,,Fmn.
161,UWF shall live     the land depending primarily on    . ,,"Off, local resources. "
162,"Considering the legal aspects of Geneva conventions, UWF have to carr                 openly.",,Arms.
163,Specialist trg for UWF to be conducted seParately under the arng of     with asst from    .,,"Ansar HQ, Army HQ."
164,The basic combatant members of the unconv warfare force are termed as     .  ,,Joddha.
165,UWF will rely as min as possible on     .,,Conv Log system. 
166,Normal and disembodied Ansar will be the core elms of UWF and on mob they may be augmented with     .,,Civ volunteers. 
167,The largest unit of UWF will be of      .,,Coy size. 
168,Disembodied ansars can be considered for re-embodiment after    years.,,5
169,"During mob,     line of ammo against all auth wpns, as per existing scale for conventional forces shall be issued to the UWF coy as initial issue.",,2x 1st.
170,Always post a sentry at a          to give early warning of the targets approach,,Good viewpoint.
171,UWF shall live off the land depending primarily on    . ,,Local resources.
172,UWF may be subj to punitive actions of       .,,En and 5th columnists.
173,Comm requirement within UWF coy and beyond should remain as     as possible.,,min.
174,Well coord      will provide a fairly accurate enemy picture for a commander.,,Patrolling.
175,It must be remembered an UCF can not op for long without a sys of org       .,,Log Sp.
176,"The UCF, with proper     and suitable C2 setup will also have its in-built log cell/ br.",,Org structure.
177,UWF mostly have to rely on their own means of        .,,Collecting info.
178,Suggested total str of an UWF coy is as under:,"125, 151, 139, 115",D
179,To blend unconv warfare with the conv efforts;  what are the essential things :,"There must be an org framework, A chain of comd between the conventional and unconventional forces, Both of the above, None of the above",C
180,Means of comm may be used by UWF are:,"Vis Sig, Couriers, Gonoline, All of the above",D
181,UWF will primarily be a              force.,"Self sustaining, Regular, Committed, Uncommitted",A
182,How frequently data base of UWF should be updt to cater for wastage and new induction?,"Once in every three yr, Twice in a yr, Once in every yr, Once in every four yr",B
183,How many 60 mm Mor are auth in a UWF coy?,"03, 02, 01, Nil",A
184,Lateral and Vertical comm within UWF and beyond will primarily be guided by how many principles?,"03, 02, 04, Nil",A
185,A significant portion of UCF must be trained in which task?,"Log task, Providing fire Sp task, Engr task, Admin task",C
186,Typical targets for unconventional forces in defensive operations are:,"Foot/veh patrols, Tank harbour, Bridging equipment in transit, All of the above",D
187,In the map        colour is used for cultivated areas.,,Yellow
188,Little finger indicates        .,,one deg
189,Acceptable error for 300 m judging Dstn is _____.,,50 m.
190,Delayed Fire Ctrl Order is given when en is      and the sec awaits   to be opened.,,"far away, fire."
191,________ Fire Ctrl is given when en suddenly appears very close by.,,Brief.
192,The area of the beaten zone and dangerous space is called    .,,Dangerous Area.  
193,______ walks in the middle of the other two.,,Ldr or guide.
194,Eff rng of 7.62 mm Rifle BD 08 is _____ m.,,400
195,The distance or area between the point of first catch and the point of first graze  is called       .,,Dangerous Space.
196,______ keeps the record of the dstn covered during ni march.,,Pacer.
197,Cont prac and habit of giving ________ in peacetime by the jr ldrs will assist in dev confidence of providing eff fire in war time.,,Fire Ctrl Order.
198,Maximum effective range of LMG BD-15 is        m.,,600
199,Def rng of SMG T-56 is _____ m.,,300
200,Throwing dstn of hand grenade 84 HE is _____ m.,,32
201,Ball type of ammunition is made of soft        ?,,core.
202,Trigger control is very important in order to achieve       .,,Shoot to kill.
203,"Ditches, streams, hedges and gaps are likely to be covered by   .",,Fire.
204,The cen pt of the area covered by the gp is known as _______.,,MPI.
205,Ni cells take about ______ mins to become adapted to the darkness.,,30-40.
206,7.62mm Aslt Rifle BD-08 can fire grenade with    degree angle.,,10-60.
207,Calibre of 60 mm mortar is       mm.,,60.75.
208,"During _____, it is advised to mov close in order to avoid loosing ctrl.",,Ni mov.
209,Dengerous space of 82 mm mortar for a lying person is      m.,,15
210,"In gentle breeze, flags fly making  an angle of      degrees to the pole.",,20-30.
211,________  is the highest pt in the trajectory.,,Vertex.
212,Weapon and its    both are embodied with significant charecteristics.,,Projectile.
213,The Great Bear is loc in the _________ sky.,,Northern.
214,Method of firing is done in    ways.,,2
215,The third principle of mksmanship is called ________.,,Sight alignment.
216,        is the minimum lateral angle at which flanking fire must remain clear of own troops.,,Safety Angle.
217,7.62 mm variant ball ammo hitting a brick wall will pen upto _____.,,15 cm.
218,The grd for which a fire unit is responsible and in which it engages tgt is called      .,,Arc of fire.
219,Correct breathing is an imp part of _______.,,Correct hold.
220,"To give confidence to the bayonet fighter,      is carried out.",,Pujil Training
221,The self ignition of the cartidge inside an over heated chamber of a weapon is called      .,,Cooking Off.
222,60 mm mortar can be elevated to max ___ deg.,,85
223,Maximum range of 82mm mortar PP-87 is   .,,4660m.
224,What is the def rng of 7.62 mm MG?,,800 m.
225,The monkey crawl is useful behind           covers.,,2 feet high.
226,At the distance of    head of a man looks like fullstop.,,600 yds.
227,The range of ATGW (SR) Metis M1 is    ?,,80-2000 m.
228,The max range of ATW is    m.,,1800
229,60 mm Mor is known as the   Arty.,,Coy Comd’s.
230,"Color of rly lines, bdry and for writing is ______.",,Black.
231,Map can be enlarged by             methods.,,3
232,Satety Angle is the minimum lateral angle at which    must remain clear for own troops in order to ensure their safety.,,Flanking fire.
233,          types of routes are there basing on Wx.,,3
234,The scale of a map is found in the      center of the margin.,,Bottom.
235,Contours are shown in ______ lines.,,Form
236,Grenade hand ARGES-72 is made of    steel balls contained in a plastic body.,"2500-3500, 2600-3500, 3000-4000, 2500-3000",B
237,Which should not be there while describing the Arc of Fire ?,"Group, Range, As an order, Description of the target",C
238,How many cl of route basing on the veh mov cap?,"6, 7, 8, 9",B
239,How many methods of measuring dstn are there?,"2, 3, 4, 5",B
240,What is the length of the flash when fired in maximum charge by 82 mm mortar bomb ?,"20-30 ft, 25-50 ft, 15-25 ft, 10-20 ft",A
241,An Arc of Fire must not be confused with   .,"Defiladed position, Field of fire, Enfilade fire, Beaten Zone",B
242,"In GPS, what is the meaning of ETE?","Estimated Time of Entrance, Estimated Time of Exit, Estimated Time Enroute, Estimated Time Early",C
243,Contours in map indicate:,"Height, Shape of the ground, Steepness of the slope, All of the above",D
244,The GPS consists of a constellation of total    satellites:,"12, 20, 24, 48",C
245,The angle which the grid lines make with the True North line is called:,"G-M angle, Angle of Convergency, Magnetic Declination, None of the above",B
246,Svc protractor must be               to the grid line.,"Perpendicular, Parallel, Vertical, Oblique",B
247,Romer of svc protractor is applicable for which scale of map?,"1:10000, 1:50000, 1:100000, 1:250000",B
248,      is composed of material of high density.,"Cartridge case, Core, Envelop, Lead layer",B
249,Azimuth is defined as a horizontal angle measured clockwise from a ______ base line.,"North, South, East, West",A
250,Which of the following is not a characteristics of operations in BUA ? ,"Difficulty in command and control, Lack of support of major weapons, Peculiarities of ground, Limited field of fire",C
251,By   surprise can be achieved to a great extent.,"Cover, Camouflage, Concealment, Protection",C
252,"All cbts (except offrs), NC(E) and ____are entitled to free rat whilst serving on the eff list.",,RT.
253,"Ammo, POL and rat are collectively known as    .",,C Sup.
254,Head and tail of a MT convoy is marked by blue and green flags by  .,,Day.
255,"The bde   composed of comd, a Jr SO, rover radio set, a DR, and some protection elm from Def Pl.",,Rover gp.
256,Mil Land and Cantt Dte (ML&C) is under the admin con of    .,,MOD.
257,Approx 4000 sq meter is reqr for    PWs in PW cage.,,500
258,Burial parties are comd by a    or    .,,"JCO, NCO."
259,Army ST Bn provides          for the army and ST sup to a bde gp dir op under the AHQ.,,Third line tpt.
260,A Fd Amb is capable of depl    MDS and    ADS at a time.,,"One, Three."
261,"When it is necessary to augment the water supply, water may be issued under arrangements of the    .",,ST Bn.
262,AWOL will be reported within   hr.,,48
263,Authorized scale of tracer round for SA and MG is: ,"1 out of 5 ball rounds, 2 out of 5 ball rounds, 10 out of 25 ball rounds, 25 out of 100 ball rounds",A
264,ATO is a     of the comd.,"Tech adviser, Prime Staff Officer, Assistant, Grade 3 Staff Officer",A
265,AHQ Provision Cell comes under:,"Gs Br, QMG's Br, MGO's Br, AG's Br",C
266,A fd amb is capable of func as     bed hosp.,"10, 25, 50, 100",C
267,An accident in which one or more pers (civ or mil) is/are killed on the spot or die(s) subseq as a result of injuries received is termed as:,"‘Fatal’ accident, ‘Serious’ accident, ‘Minor’ accident, None of the above",A
268,The fd scale of rat is issued under:,"Grd Condition, Fd Condition, Svc Condition, All of above",B
269,ADOS at Division HQ can sanction LP amounting: ,"Taka 30,000,  Taka 45,000,  Taka 60,000,  Taka 90,000",C
270,Who maintained the ammo state during war?,"QM, Adjt, All of the above, None of the above",B
271,Original copies of daily orders part I will be destroyed after a pd of:,"1 years, 2 years, 3 years, 4 years",C
272,Fd Wksp Coy is designed to provide EME cover to.,"Bde gp, Div, None of the above, a and b",A
273,An officer dismissed from service will vacate the Govt married accn:,"Within 7 days, within 15 days, Imm on receipt of dismissal order, within 3 days",C
274,"Oil and lub for wpns, bty acids and distilled water are sup by:","ST Bn, Ord, EME, None of the above",B
275,Who is the sole auth for the allotment of Army numbers iro JCO/ORs to his Regt/Corps:,"Dte concerned, DPA, OIC Record, None",C
276,The Field Pay Offrs are generally place in the charge DAFC who are gazette offrs of the :,"PP&A Dte at AHQ, Def Fin Dept, PA Dte (CCP), None of these",B
277,CL may be ext upto  days in exceptional circumstances by the next higher sanctioning auth.,"15, 25, 10, 20",D
278,Casual Leave is normally limited up to   days at a time.,"5, 7, 10, 30",C
279,Furlough will not be admissible until an individual has completed:,"Two year service, One year service, Three year service, None of the above",B
280,Leave ex-Bangladesh will not be granted except with the prior approval of the:,"CAS, DPA, Fmn Comd, AG",A
281,Which one is the first basic function of a staff: ,"Analysis, Recom, Plg, Supervision",A
282,CRs will not be rendered by    iro cas published in their own part  II orders:,"Units, CORO, a and b, None of these",A
283,For change of Imprest holder what particulars will be fwd to FC (Army)  Pay-2:,"The official designation of the Imprest Holder, Nature of casualty to the old Imprest holder with date etc, The number of Field Imprest Account, All of above",D
284,Maj funcs of AG's Br are:,"Pers Admin, Pers svc, Welfare and  Rehabilitation, All of the above",D
285,Who is auth to carry TOP SECRET/SECRET documents in locked box or bag from one place to another outside the office premises:,"Despatch Rider, A JCO, JCO Clerk, An Officer",D
286,Plans or particulars of future major or special operations will be graded as:,"TOP SECRET, SECRET, CONFIDENTIAL, RESTRICTED",A
287,Top Secret files required to be sent out of office will be marked as:,"TOP SECRET, SECRET, ‘NOT TO GO OUT, RESTRICTED",C
288,Subscription collected from offr/JCO/OR/NC(E) for Army Family Sy Scheme to be deposited by bank draft to:,"W&R Directorate, PA Directorate, PP&A Directorate, Concerned record",A
289,The claiming procedure of medals and ribbons is pub in:,"Special Bangladesh Army Order, Bangladesh Army Order, Joint Service Instruction, Gazette of Bangladesh",B
290,A willful omission to attend a court martial as witness will be punishable as                  of a lawful comd.,,Disobedience.
291,An error of    mistake would not justify a conviction.,,Unintentional.
292,"The warrant (Form A) is at present issued by the                     to Commanders of Divisions, Independent Brigade, Sub Areas, etc.",,Chief of Army Staff.
293,When a person has been absent without leave for             clear days a Court of Inquiry will be assembled.,,60
294,An officer may be dismissed from the service by the sentence of a    .,,court-martial. 
295,The accused should not be present while     is being made/recorded.,,Abstract of Evidence (A of E).
296,"A person subject to AA absenting himself without lve shall, on conviction by court-martial, be punished with                       for term which may extend to               .",,"rigorous imprisonment, five years."
297,“Non-Commissioned offr” means a person attested under Army Act who holds a       in the Bangladesh Army and includes an acting non-commissioned officer.,,Non- commissioned rank.
298,"Minor punishments awardable, the officers empowered to award these punishments, and the apecial instruction applying to each punishment, are set out in the aneexed table of section   :",,17
299,"“Officer” means a person commissioned                  as an officer of the Bangladesh Army and includes an officer who being a citizen of Bangladesh, holds a commission in Her Majesty’s Land Forces, but does not include A            . ",,"gazetted or in pay, Junior Commisiond Officer."
300,"A court martial is an        court like any other courts of justice, but it has inherent powers to sit in camera if such course is necessary for the of         Justice.",,"open, administration."
301,A general court martial shall consist of not less than     officers each of whom has held a commission for not less than    whole years and of whom not less than four are of a rank not below that of captain.,,"five, three."
302,A charge-sheet is framed when the accused is to be tried by     .,,Courts-Martial.
303,Handcuff will be used only if the accused shows       or       . ,,"violence, attempt to escape."
304,Military custody means the arrest or       of a person according to the usages of the service.,,confinement.
305,A Judge-advocate should be free of all suspicion of     or    in a court martial.,,"bias, prejudice."
306,If the charge cannot be disposed off against military police charge report within a                     reasons will be submitted to the concerned formation headquarters along with a copy to the concerned                 unit concerned. ,,"Week, military police. "
307,An Offr cannot deal summarily with any case in which he is the sole witness against the    .,,Accused.
308,Every charge must be heard in the presence of the accused except a charge against    .,,An officer.
309,For the disposal of a case by Court Martial against an unpaid Lance corporal the rank should be shown as             in the Charge-Sheet.,,Sainik.
310,A superior officer may reduce or remit the term of prisonment awarded by an officer under his command but he shall not    it.,,increase.
311,The      of the accused can only act in an advisory capacity.,,friend.
312,A deserter is merely temporarily struck of the effective list and not     .,,dismissed.
313,"The proceeding of a summary court martial shall be preserved for not less than     year, with the records of the corps to which the accused belonged.",,3
314,A court of Inquiry has power to compel the attendence of         a     witness.,,Civilian.
315,"""Civil Offence” means an offence which, if committed in Bangladesh, would be triable  by: ","SCM, Admin Act, Criminal Court, FGCM",C
316,"""Lawful Command” – the command must be a specific command to an individual i.e.,","Must be capable of individual execution by the person to whom it is addressed, Not Justified by military as well as by civil law and usage, All of the above, None of the above",A
